"id","name"
"OL6436686A","Conference on Uncertainty in Artificial Intelligence (12th 1996)"
"OL6453333A","International Conference on Artificial Intelligence and Symbolic Mathematical Computation (6th 2002 Marseille, France)"
"OL6455555A","Simpósio Brasileiro de Inteligência Artificial (16th 2002 Recife, Brazil)"
"OL6499605A","Australian Joint Conference on Artificial Intelligence (10th 1997 Perth, Australia)"
"OL7132550A","Robert St. Amant"
"OL7205157A","Tzuu-Hseng S. Li"
"OL836519A","William D. Milheim"
"OL948430A","Susan Lindsay"
"OL1006519A","European Conference on Artificial Intelligence in Medicine (2nd 1989 London, England)"
"OL1392245A","Nicolas Brasch"
"OL1749186A","Cornelius T. Leondes"
"OL2680365A","Claus Vielhauer"
"OL296321A","Bernd Neumann"
"OL5174449A","Jae K Shim"
"OL536025A","McCarthy, John"
"OL632198A","Australian Joint Conference on Artificial Intelligence (6th 1993 Melbourne, Vic.)"
"OL6388058A","International Conference on Applications of Artificial Intelligence in Engineering (13th 1998 Galway, Ireland)"
"OL661006A","Peter Davies"
"OL6994581A","A. Sperduti"
"OL7054129A","O. G. Penskiĭ"
"OL886731A","Raymond Turner"
"OL1108458A","Herman E. Dolder"
"OL2698747A","AdAms & Ben-Ari"
"OL3243074A","Norman Foo"
"OL5052182A","Gerald Jüttner"
"OL542834A","Stan Openshaw"
"OL5854218A","Conference on applied natural language processing (1983 Santa Monica)"
"OL6312830A","Conference on Artificial Intelligence Applications. (7th 1991 Miami Beach, Fla.)"
"OL656870A","S. Tanimoto"
"OL7207953A","Juan Manuel Corchado"
"OL770877A","Alan Mathison Turing"
"OL1069415A","Chin-Liang Chang"
"OL1073795A","Tyugu, Ė. Kh."
"OL1124712A","Marc H. Raibert"
"OL1400586A","Martin Charles Golumbic"
"OL2162047A","Emilio Gagliardo"
"OL3582956A","H. Leung"
"OL445978A","European Conference on Artificial Life (3rd 1995 Granada, Spain)"
"OL4661236A","Louis A. Jaeckel"
"OL4879006A","Noël Lazure"
"OL528381A","Afsaneh Haddadi"
"OL5337776A","Murali R. Varanasi"
"OL5866106A","National Conference on Artificial Intelligence. (8th 1990 Boston, Mass.)"
"OL6509857A","Joscha Bach"
"OL2095029A","Bernd Reusch"
"OL234120A","Kevin Kelly"
"OL2663079A","Douglas Walton"
"OL400639A","Edward R. Dougherty"
"OL4294211A","Brent Alan Kingsbury"
"OL4578641A","IEE International Conference on Artificial Neural Networks (1st 1989 London, England)"
"OL4661109A","Wray Buntine"
"OL4837805A","Thomas T. Myers"
"OL4857568A","Guy Boy"
"OL5009539A","IEEE/RSJ International Conference on Intelligent Robots and Systems (2006 Beijing, China)"
"OL5695129A","Terry Patten"
"OL5943246A","International Symposium on Biosimulation (1st 1960 Locarno)"
"OL645847A","Simpósio Brasileiro de Inteligência Artificial (8th 1991 Brasília, Brazil)"
"OL6778098A","International Conference on Information and Automation (2006 Colombo, Sri Lanka)"
"OL6793718A","Gang Shen"
"OL1277566A","P. Morasso"
"OL2494094A","Midwest Artificial Intelligence and Cognitive Science Conference (10th 1999 Bloomington, Indiana)"
"OL2912486A","R. P. Schank"
"OL3039663A","Thomas Stützle"
"OL3192506A","G.A. Kempen"
"OL3412567A","Ian F. C. Smith"
"OL343157A","Charles Stross"
"OL4548133A","Gordon Carter Collett"
"OL4654700A","Paul Kutler"
"OL4868428A","PerMIS Workshop (2002 Gaithersburg, Md.)"
"OL607082A","East-West Conference on Artificial Intelligence (1993 Moscow, Russia)"
"OL6418520A","El zbieta Hajnicz"
"OL6448309A","National Conference on Artificial Intelligence (18th 2002 Edmonton, Alberta, Canada)"
"OL7125001A","Leo Joseph Obrst"
"OL7161971A","International Symposium on the Occasion of the 25th Anniversary of the McGill University Centre for Intelligent Machines"
"OL7202429A","Luis Rueda"
"OL7204045A","Nik Bessis"
"OL7205547A","Stefan Wannemacker"
"OL7215568A","Guowei Cai"
"OL7244184A","William John Teahan "
"OL946552A","Krassimir T. Atanassov"
"OL1004673A","James F. Brulé"
"OL1102759A","I. N. Gorelov"
"OL1126560A","John Woodwark"
"OL1261731A","Winfried D'Avis"
"OL1519694A","IEEE International Conference on Cognitive Informatics (2nd 2003 London, England)"
"OL2008964A","Symposium on Associative Information Techniques General Motors Research Laboratories 1968."
"OL221032A","Tom Cool"
"OL250216A","Heinz Winter"
"OL25419A","Stan A. Hannah"
"OL2642964A","I. Farkas"
"OL2952601A","Bonnie L. Webber"
"OL3274685A","Raymond Joseph Mooney"
"OL3423148A","Maus"
"OL4810673A","Andrew Howard Warren"
"OL487621A","Swedish Conference on Connectionism (1992 Skövde, Sweden)"
"OL5417295A","JELIA 2002 (2002 Cosenza, Italy)"
"OL5424208A","International Conference on Integration of AI and OR Techniques in Constraint Programming for Combinatorial Optimisation Problems (1st 2004 Nice, France)"
"OL5461706A","Owen Michael Lewis"
"OL5689672A","European Conference on Symbolic and Quantitative Approaches to Reasoning and Uncertainty (2005 Barcelona, Spain)"
"OL588212A","Earl B. Hunt"
"OL5894373A","Nils J Nilsson"
"OL6451034A","Conference on AI in Medicine in Europe (8th 2001 Cascais, Portugal)"
"OL7015282A","KR4HC 2009 (2009 Verona, Italy)"
"OL838199A","Australian Joint Conference on Artificial Intelligence (5th 1992 Hobart, Tasmania)"
"OL890188A","Allen Newell"
"OL894948A","Margaret A. Boden"
"OL1395761A","International IIS:IIPWM'04 Conference (2004 Zakopane, Poland)"
"OL1509876A","International Symposium on Temporal Representation and Reasoning (9th 2002 Manchester, England)"
"OL1891311A","Richard Keller"
"OL1972603A","Nato Symposium on Human Thinking St. Maximin, France 1971."
"OL223266A","Miryam Ehrlich Williamson"
"OL2670931A","Mark Klein"
"OL2682527A","Gordon McCalla"
"OL2707369A","J.A. Robinson"
"OL2844372A","Ben Coppin"
"OL4718033A","Vasudevan Jagannathan"
"OL4885827A","Chengren Hu"
"OL548017A","International Workshop on Neural Networks for Identification, Control, Robotics, and Signal/Image Processing (1996 Venice, Italy)"
"OL5749706A","German Workshop on Artificial Intelligence. (15th 1991 Berlin, Germany)"
"OL6149844A","Conference on Artificial Intelligence for Applications. (9th 1993 Orlando, Fla.)"
"OL6525635A","International Conference on Simulation of Adaptive Behavior (9th 2006 Rome, Italty)"
"OL1121022A","Eduard H. Hovy"
"OL1123929A","A. A. Berk"
"OL1436564A","Han Zuidweg"
"OL2482869A","Istanbul-Vienna Philosophical Circle. Meeting"
"OL254096A","Otto Vollnhals"
"OL2675087A","Stephen R. Graubard"
"OL2682416A","Andrei Voronkov"
"OL2912179A","R. Joobbani"
"OL4682159A","Toni-Lou.* Marlow"
"OL539812A","Mark H. Bickhard"
"OL5763303A","Hiroyuki Eto"
"OL7069214A","Juelong Li"
"OL7196387A","Gregory Dean Gibbons"
"OL7202949A","Xuzhu Wang"
"OL7204529A","Joshua Zhexue Huang"
"OL846505A","International Conference on Economics and Artificial Intelliegence (2nd 1990 Paris, France)"
"OL1484456A","LPAR 2001 (2001 Havana, Cuba)"
"OL19637A","Bill Myers"
"OL2469803A","ICCS (Conference) (5th 1999 New Delhi, India)"
"OL2783693A","B.H. Topping"
"OL3300352A","Joseph Staten"
"OL339989A","Ulrich Schödlbauer"
"OL3404128A","Fieschi"
"OL402616A","Hans P. Moravec"
"OL4313917A","William F Danner"
"OL4841726A","Wendell R. Ricks"
"OL5689589A","Australian Joint Conference on Artificial Intelligence (18th 2005 Sydney, N.S.W.)"
"OL6843494A","Otar Verulava"
"OL6940654A","Tokuro Matsuo"
"OL7011540A","Riichiro Mizoguchi"
"OL7039173A","IFIP TC12 WG12.5--IFIP Conference on Artificial Intelligence Applications and Innovations (4th 2007 Athens, Greece)"
"OL7124550A","Chris Baker"
"OL7205064A","Bao-Liang Lu"
"OL7205309A","Michael Beigl"
"OL7212046A","Asli Celikyilmaz"
"OL7245086A","William John Teahan"
"OL945571A","Advanced School in Artificial Intelligence (2nd 1990 Guarda, Guarda, Portugal)"
"OL946916A","George Kampis"
"OL1294919A","Technology Assessment Conference (1984 Gottlieb Duttweiler Institute)"
"OL1691941A","Lábos, Elemér."
"OL2654084A","PATTERSON"
"OL2667143A","James Fleck"
"OL2681936A","Ph Jorrand"
"OL3313124A","Geri Gay"
"OL3431998A","Fishman"
"OL3928407A","Soteris Kalogirou"
"OL40960A","Ian Douglas"
"OL538835A","Kim W. Tracy"
"OL5422228A","RoboCup 2002 (2002 Fukuoka, Japan)"
"OL5436038A","International Symposium on Smart Graphics (6th 2006 Vancouver, B.C.)"
"OL586067A","George N. Saridis"
"OL6451849A","Craig DeLancey"
"OL7085496A","Keiichi Horio"
"OL7128304A","Maria Virvou"
"OL7311526A","Carlos Alberto Reyes Garcia"
"OL934655A","Paola M. Manacorda"
"OL1036486A","I. Wegner"
"OL1092497A","Conference on AI and Simulation (1987 San Diego, Calif.)"
"OL1454275A","International IIS:IIPWM'05 Conference (2005 Gdansk, Poland)"
"OL225725A","Robert R. Moeller"
"OL3090949A","Xin-She Yang"
"OL4667173A","Hung T. Nguyen"
"OL4667740A","Hamid Berenji"
"OL4836524A","United States. National Aeronautics and Space Administration. Advanced Technology Advisory Committee."
"OL5079137A","Paul Armer"
"OL513480A","Simpósio Brasileiro de Inteligência Artificial (12th 1995 Campina, Brazil)"
"OL548084A","IEEE/RSJ International Conference on Intelligent Robots and Systems (1996 Osaka, Japan)"
"OL5643475A","Österreichische Artificial Intelligence-Tagung. (3rd 1987 Vienna, Austria)"
"OL6343769A","Artificial Neural Networks in Engineering Conference (11th 2001 St. Louis, Missouri)"
"OL6454342A","Congress of Logic Applied to Technology (2nd 2001 São Paulo, Brazil)"
"OL7128264A","Colette Faucher"
"OL7202618A","Albert Ali Salah"
"OL7205321A","Chunxiao Xing"
"OL773141A","David B. Leake"
"OL884072A","Nagao, Makoto"
"OL952289A","Kai-Fu Lee"
"OL1005148A","Wolfgang Kreutzer"
"OL1071334A","James A. Hendler"
"OL1077668A","Philip D. Laird"
"OL1700832A","Gregory Freiherr"
"OL1804712A","Earl D. Sacerdoti"
"OL19582A","Baoding Liu"
"OL235116A","Ray Kurzweil"
"OL3177544A","Lothar Merk"
"OL3216148A","Bin Hu"
"OL3815064A","Thomas G. Dietterich"
"OL4040911A","Ioannis P. Vlahavas"
"OL4662548A","Cindy L. Mason"
"OL5832313A","Knowledge-based Software Engineering Conference (11th 1996 Syracuse, N.Y.)"
"OL6468252A","MATT CARTER"
"OL6507890A","Conference on Artificial Intelligence Applications (7th 1991 Miami Beach, Florida)"
"OL6778296A","ISICA 2008 (2008 Wuhan, China)"
"OL6832361A","John K. Tsotsos"
"OL7207933A","Markus Nüttgens"
"OL897749A","Conference on AI, Simulation and Planning in High Autonomy Systems (2nd 1991 Cocoa Beach, Fla.)"
"OL2709800A","Yves Demazeau"
"OL2929134A","David L Waltz"
"OL3815085A","Gregory F. Cooper"
"OL440500A","Stuart J. Russell"
"OL4940960A","German Conference on Artificial Intelligence (30th 2007 Osnabrück, Germany)"
"OL534913A","International FLINS Workshop (2nd 1996 Mol, Belgium)"
"OL5603280A","Igorʹ Petrovich Kuznet︠s︡ov"
"OL675784A","Andrew R. Golding"
"OL6931474A","MDAI 2009 (2009 Awaji, Japan)"
"OL953367A","Mark H. Lee"
"OL1396235A","IEEE International Conference on Cognitive Informatics (3rd 2004 Victoria, B.C.)"
"OL2344059A","William J. Campbell"
"OL2716975A","Arthur T. Murray"
"OL3039503A","AISB"
"OL3304410A","Christopher; Du Boulay, Benedict Thornton"
"OL382414A","Elke Teich"
"OL4932528A","International Conference on Industrial & Engineering Applications of Artificial Intelligence & Expert Systems (7th 1994 Austin, Texas)"
"OL5139029A","AOIS 2006 (2006 Hakodate-shi, Japan and Luxembourg, Luxembourg)"
"OL5282413A","Jonathan H. Chan"
"OL5331261A","ACM Computer Science Conference (13th 1985 New Orleans, La.)"
"OL6480476A","Reflection '99 (Conference) (1999 Saint-Malo, France)"
"OL6496398A","SGAI International Conference on Innovative Techniques and Applied Artificial Intelligence (24th 2004 Cambridge, England)"
"OL700962A","Abraham Thomas"
"OL7129149A","Gorunescu Florin"
"OL7201425A","Aurélio Campilho"
"OL7204538A","Slawomir Koziel"
"OL7314712A","Nadia Magnenat-Thalmann"
"OL794787A","International Summer Seminar on Intelligent Manufacturing Systems (3rd 1989 Dubrovnik, Croatia)."
"OL187737A","Krajowa Konferencja Automatyzacji Dyskretnych Procesów Przemysłowych (10th 1996 Zakopane, Poland)"
"OL246036A","IEEE International Joint Symposia on Intelligence and Systems (1998 Rockville, Md.)"
"OL3098163A","M. Tim Jones"
"OL384899A","Jessica Keyes"
"OL4667612A","Joachim W. Schmidt"
"OL4984328A","IEEE International Workshop on Digital Game and Intelligent Toy Enhanced Learning (1st 2007 Chung-li, Taiwan)"
"OL5179570A","Michael Kirby"
"OL526682A","Bailey, James"
"OL5440087A","Workshop on Agent-Mediated Electronic Commerce (8th 2006 Hakodate-shi, Japan)"
"OL6410197A","IEE International Conference on Artificial Neural Networks (3rd 1993 Brighton Conference Centre, Brighton, England)"
"OL6489854A","International Joint Conference on Artificial Intelligence (18th 2003 Acapulco, Mexico)"
"OL6814690A","M. M Buckner"
"OL6851064A","Angelina M. F. Castro"
"OL7205394A","David Obdržálek"
"OL7206470A","Mehdi Dastani"
"OL7206724A","Santiago Escobar"
"OL7206809A","Jozef Kelemen"
"OL884425A","Robert H. Long"
"OL948372A","Bruce Rubinger"
"OL1527464A","Latin American Conference on Artificial Intelligence in Petroleum Exploration and Production (1991 Rio de Janeiro, Brazil)"
"OL2999156A","Nezameddin Faghih"
"OL3227096A","Yuan Y. Tan"
"OL4062245A","S. Ohsuga"
"OL409225A","IEEE/RSJ International Conference on Intelligent Robots and Systems (1998 Victoria, B.C.)"
"OL4867523A","William F. Bonnice"
"OL5378963A","National Conference on Artificial Intelligence (6th 1986 Philadelphia, Pa.)"
"OL6190159A","IFIP TC6 WG6.7 International Conference on Intelligent Networks and Intelligence in Networks (1997 Paris, France)"
"OL7051693A","Pacific Rim International Conference on Artificial Intelligence (11th 2010 Daegu, Korea)"
"OL7204327A","Camille Salinesi"
"OL7207836A","Pedro Campos"
"OL7414104A","Robert J. Sawyer"
"OL891318A","Haym Hirsh"
"OL972134A","Kurt Konolige"
"OL1457908A","Peter Rodgers"
"OL229730A","Bruce J. MacLennan"
"OL3150715A","Oscar Corcho"
"OL3885875A","Fumio Mizoguchi"
"OL4682835A","Kent Alan Spackman"
"OL5367933A","International Conference on Artificial Intelligence: Methodology, Systems, Applications (1984 Varna, Bulgaria)"
"OL7098194A","John MacCormick"
"OL7204294A","Harrie Swart"
"OL7204618A","Nikolaj Björner"
"OL7208333A","Mislav Grgić"
"OL7212406A","Stasinos Konstantopoulos"
"OL887941A","Ernest R. Tello"
"OL982044A","Germogen Sergeevich Pospelov"
"OL2692507A","David J. Hand"
"OL3181572A","Hans J. Ohlbach"
"OL3585389A","Vincent G. Duffy"
"OL4818031A","Daniel Richard Mittelstadt"
"OL535007A","C. S. Krishnamoorthy"
"OL5471628A","Robert Nadeau"
"OL579887A","Stuart Holroyd"
"OL7204228A","Ignacio González Alonso"
"OL7204545A","Randall Shumaker"
"OL7341523A","Chilukuri K. Mohan"
"OL888905A","Susan Palwick"
"OL1006522A","Bruce D'Ambrosio"
"OL1522758A","Mohammad Khoshnevisan"
"OL3401309A","A. R. Mirzai"
"OL4938767A","Joel D. Riedesel"
"OL494158A","Robert Schreiber"
"OL5175202A","ZiF Research Group International Workshop on Embodied Communication in Humans and Machines (2nd 2006 Bielefeld, Germany)"
"OL548336A","International Conference on Artificial Intelligence: Methodology, Systems, Applications (7th 1996 Sozopol, Bulgaria)"
"OL6372167A","IEEE International Workshop on Emerging Technologies and Factory Automation (1992 Melbourne, Vic.)"
"OL7150076A","Catalonian Conference on AI (13th 2010 Espluga de Francolí, Spain)"
"OL7204847A","Julian Miller"
"OL7210503A","Bilge Mutlu"
"OL748208A","James."
"OL1073013A","Seymour Schoen"
"OL2681655A","V. Marik"
"OL2708318A","Thomas Bernold"
"OL2709021A","Edzard S. Gelsema"
"OL3697327A","M. Randall"
"OL3872405A","T. Tanaka"
"OL395962A","Julie Carson-Berndsen"
"OL407212A","James P. Kelly"
"OL4887640A","Portuguese Conference on Artificial Intelligence (9th 1999 Evora, Portugal)"
"OL5341570A","Symposium on Cognitive Studies and Artificial Intelligence Research (1969 University of Chicago Center for Continuing Education)"
"OL767956A","International Workshop on VLSI for Artificial Intelligence and Neural Networks (1990 Oxford, England)"
"OL1676240A","Herbert E. Bruderer"
"OL3227907A","Kim L. Boyer"
"OL3473290A","Kathryn M. Hilton"
"OL44987A","Luciano Gallino"
"OL584129A","John Robert Burger"
"OL5946097A","Oswald Wiener"
"OL6120559A","National Conference on Artificial Intelligence. (10th 1992 San Jose, Calif.)"
"OL6513258A","Francesco Bianchini"
"OL7205972A","Pasquale Foggia"
"OL7210941A","David Riaño"
"OL1296827A","N. Baba"
"OL1676717A","Herbert Stoyan"
"OL25239A","Vernon Pratt"
"OL2622324A","Raoul Smith"
"OL4664184A","Laszlo Berke"
"OL5326108A","RoboCup-99 (1999 Stockholm, Sweden)"
"OL544353A","J. Kingdon"
"OL6751004A","Halina Kwaśnicka"
"OL6838350A","Alan R. Palmer"
"OL7117416A","International Conference on Software Engineering, Artificial Intelligence, Networking, and Parallel Distributed Computing (10th 2009 Taegu, Korea)"
"OL7142313A","Huang, Xu Dr"
"OL7204282A","Arne Schuldt"
"OL7204448A","Ronny Hartanto"
"OL770873A","Thomas E. Quantrille"
"OL832979A","IMACS World Congress (13th 1991 Dublin, Ireland)"
"OL1076598A","IFIP TC 3 Working Conference on Artificial Intelligence Tools in Education (1987 Frascati, Italy)"
"OL1943294A","Oskar Itzinger"
"OL233007A","Mark Watson"
"OL3317530A","Ulrich Furbach"
"OL3436633A","G. Otman"
"OL4517940A","International Joint Conference on Artificial Intelligence (5th 1977 Massachusetts Institute of Technology)"
"OL469745A","Nick Jennings"
"OL4897815A","Ramesh S. Patil"
"OL5154153A","International IFIP-GI-Conference (1989 Hamburg, Germany)"
"OL5425165A","International Conference on Artificial Intelligence: Methodology, Systems, Applications (11th 2004 Varna, Bulgaria)"
"OL5636721A","K. M. Dawson"
"OL6354408A","Erich Peter Klement"
"OL6545505A","International Conference on Artificial Intelligence, Methodology, Systems, Applications (2nd 1986 Varna, Bulgaria)"
"OL766419A","N. V. Findler"
"OL1396163A","IEEE International Workshop on Robot and Human Interactive Communication (13th 2004 Kurashiki-shi, Japan)"
"OL222152A","Howard Waldrop"
"OL2945359A","Vladimir G. Ivancevic"
"OL4917237A","Steven Kinney"
"OL561628A","I. M. Bogenrieder"
"OL6232859A","Pippo Battaglia"
"OL6410967A","Ojelanki Kayana Ngwenyama"
"OL6838349A","Enrique A. Lopez-Poveda"
"OL7204064A","Enrico Francesconi"
"OL7204693A","Ludmila Dymowa"
"OL7208275A","Vincent Duindam"
"OL886596A","Han Reichgelt"
"OL1396843A","KI 2004 (2004 Ulm, Germany)"
"OL1437216A","Svetlana N. Yanushkevich"
"OL1604887A","Ted Chiang"
"OL1859425A","Scott E. Fahlman"
"OL235164A","W. Daniel Hillis"
"OL335523A","K. Warwick"
"OL3640236A","Jan Aikins"
"OL397884A","AFPAC '97 (1997 Kiel, Germany)"
"OL43146A","William C. Dietz"
"OL5436141A","UIC 2006 (2006 Wuhan, China)"
"OL5441198A","Integration of Speech and Image Understanding (1999 Kerkyra, Greece)"
"OL6455530A","Australian Joint Conference on Artificial Intelligence (15th 2002 Canberra, Australia)"
"OL6498313A","Florida AI Research Symposium"
"OL7204337A","Lijuan Li"
"OL7214967A","Simone Marinai"
"OL769953A","Portuguese Conference on Artificial Intelligence (5th 1991 Albufeira, Portugal)"
"OL812583A","Martin Thost"
"OL828717A","IFIP TC5/WG5.3 International Conference on Artificial Intelligence in CIM (1990 Leningrad, R.S.F.S.R.)"
"OL1026606A","Ulrich Reimer"
"OL2740666A","Bessam Abdulrazak"
"OL2895492A","M. H. Hamza"
"OL3008983A","Jair"
"OL319713A","A. V. Klimenko"
"OL4451605A","Ian David Wilson"
"OL447203A","Marco Cadoli"
"OL5085928A","M. G. Malʹkovskiĭ"
"OL550565A","Roger Ellman"
"OL606134A","Leonard Bolc"
"OL6078350A","World Conference on Artificial Intelligence in Education (7th 1995 August 16-19 Washington, D.C.)"
"OL6493685A","Artificial Neural Networks in Engineering Conference (13th 2004 St. Louis, Missouri)"
"OL686295A","Steven C. Bankes"
"OL6955868A","Ajith Abraham"
"OL7135276A","European Conference on Artificial Intelligence (19th 2010 Lisbon, Portugal)"
"OL7203816A","Sheryl Brahnam"
"OL837558A","Dimitrios Thanassas"
"OL984942A","Conference on AI and Simulation (1988 Orlando, Fla.)"
"OL1345449A","Tim O'Shea"
"OL3445433A","J. O'Sullivan"
"OL4775362A","Jeremy Bernstein"
"OL4940957A","MDAI 2007 (2007 Kitakyūshū, Japan)"
"OL5417959A","IIS 2002 Symposium (2002 Sopot, Poland)"
"OL5418006A","IFAC Workshop on Control Applications in Post-Harvest and Processing Technology (3rd 2001 Tokyo, Japan)"
"OL582781A","David G. Schwartz"
"OL5865532A","John C. Puddefoot"
"OL7121195A","João Inácio da Silva Filho"
"OL7125410A","International Conference on Smart Materials and Intelligent Systems (2010 Chongqing, China)"
"OL7202931A","Cesare Alippi"
"OL7205206A","Brendan Juba"
"OL7207042A","Jorge Solis"
"OL809703A","N. I. Bogdanov"
"OL946572A","Workshop ""System Engineering in Medicine"" (1989 Maastricht, Netherlands)"
"OL949692A","International Summer Seminar on Intelligent Manufacturing Systems (1st 1985 Dubrovnik, Croatia)"
"OL1122786A","IFIP WG 5.2 Working Conference on Knowledge Engineering in Computer-Aided Design (1984 Budapest, Hungary)"
"OL1394774A","Neal L. Asher"
"OL1397245A","Patricia Melin"
"OL1632971A","Pierre Naslin"
"OL5082071A","Wei Gao"
"OL5408590A","Michael J. Wooldridge"
"OL5531724A","Stewart Arneil"
"OL5614849A","International Conference on Intelligent User Interfaces (1999 Redondo Beach, Calif.)"
"OL6854808A","Yang Cai"
"OL7178545A","Jean M. Sando"
"OL972130A","Martha E. Pollack"
"OL1104789A","McAllister, J."
"OL199130A","International Conference on Intelligent Systems and Semiotics (1997 Gaithersburg, Md.)"
"OL3063480A","Paul Brna"
"OL4173203A","David C. Wyld"
"OL5409161A","Australian Joint Conference on Artificial Intelligence (12th 1999 Sydney, N.S.W.)"
"OL7124657A","Longbing Cao"
"OL7131655A","FIRA Roboworld Congress (13th 2010 Bangalore, India)"
"OL7208580A","Aruna Chakraborty"
"OL7290062A","Shangaranarayanee N P"
"OL892275A","Stephanie Forrest"
"OL1006529A","Besnard, Philippe"
"OL1008905A","John Fulcher"
"OL2067978A","G. C. Edmondson"
"OL3089782A","Simon Morden"
"OL4622483A","Goddard Conference on Space Applications of Artificial Intelligence (1988 Goddard Space FLight Center)"
"OL4938607A","Peter Friedland"
"OL546913A","Faith D'Aluisio"
"OL672186A","Simposio de Inteligencia Artificial y Robótica (1990 Universidad Nacional de Luján)"
"OL7176480A","Ryszard Stanisaw Michalski"
"OL989066A","Eugene L. Duke"
"OL1075829A","Eurographics Workshop on ""Intelligent CAD Systems"" (1st 1987 Noordwijkerhout, Netherlands)"
"OL21522A","G. L. Simons"
"OL222290A","Robert L. Herrmann"
"OL2736927A","James S. Albus"
"OL2857853A","Davies Jefferis"
"OL303285A","Ivan M. Havel"
"OL3226708A","Ivan Plander"
"OL580570A","Richard Greene"
"OL6235327A","IFIP TC2 WG2.6 Conference on Database Semantics (DS-7) (7th 1997 Leysin, Switzerland)"
"OL6448602A","Douglas A. Poplen"
"OL7205192A","Raffaella Bernardi"
"OL765128A","M. A. Jabri"
"OL950157A","Victor Serebriakoff"
"OL1281472A","David L. Kolbus"
"OL2627714A","Neill Graham"
"OL2731314A","Masoud Yazdani"
"OL3178970A","Marco Mamei"
"OL3227900A","Alexander Bochman"
"OL4354296A","F. H. George"
"OL456089A","Pamela McCorduck"
"OL4940800A","SARA 2007 (2007 Whistler, B.C.)"
"OL5118422A","European-Japanese Conference on Information Modelling and Knowledge Bases (17th 2007 Pori, Finland)"
"OL511951A","Arnold Kaufmann"
"OL541169A","Edmond P. Odescalchi"
"OL5423643A","ICFCA 2004 (2004 Sydney, N.S.W.)"
"OL680138A","Ulrich Schade"
"OL6863547A","Jordi Vallverdú"
"OL7211813A","Atilla Elçi"
"OL1004917A","Sandra Carberry"
"OL1652314A","R. H. Bonczek"
"OL238844A","Donna Andrews"
"OL2650449A","Ivan Futo"
"OL2737306A","Richard L. Smith"
"OL2951964A","Joseph Y. Halpern"
"OL3245059A","David Eckroth"
"OL3264238A","Matthias Scheutz"
"OL4040398A","Sebastian Rudolph"
"OL4084361A","AttOh-Okine"
"OL4418773A","Russell Greiner"
"OL4584375A","CIRP Seminar on Manufacturing Systems (16th 1984 Tokyo)"
"OL4841803A","E. Cantwell"
"OL5413294A","International Conference on Industrial & Engineering Applications of Artificial Intelligence & Expert Systems (14th 2001 Budapest, Hungary)"
"OL5911220A","Andrew Maisey"
"OL6115238A","Artificial Neural Networks in Engineering Conference (8th 1998 St. Louis, Mo.)"
"OL621280A","G. N. Lebedev"
"OL6548157A","Maria Cristina Amoretti"
"OL6697233A","Robert M. Geraci"
"OL7032356A","Russell, Matthew A. computer scientist"
"OL7204823A","Osmar Norberto de Souza"
"OL7209482A","Leif Azzopardi"
"OL7348235A","J. H. Fetzer"
"OL775219A","Daniel Crevier"
"OL781876A","Phillip Ein-Dor"
"OL949737A","International Summer Seminar on Intelligent Manufacturing Systems (2nd 1987 Dubrovnik, Croatia)"
"OL1396617A","European Conference on Artificial Intelligence (16th 2004 Valencia, Spain)"
"OL534624A","International Conference on Formal and Applied Practical Reasoning (1996 Bonn, Germany)"
"OL5405641A","IEEE International Symposium on Intelligent Control (13th 1998 Gaithersburg, Maryland)"
"OL6049163A","IEEE Symposium on Computer-Based Medical Systems (7th 1994 Winston-Salem, N.C.)"
"OL6284504A","International Conference on Tools for Artificial Intelligence (7th 1995 Herndon, Va.)"
"OL7204660A","Łukasz Kaiser"
"OL766445A","Conference on Artificial Intelligence in Medicine (3rd 1991 Maastricht, Netherlands)"
"OL951474A","Steven Minton"
"OL1123379A","Berthold Horn"
"OL246281A","Stephen Prata"
"OL26035A","Wu, Wen-tsün."
"OL3179554A","Ying Tan"
"OL4615374A","United States. Dept. of Commerce. Office of Industrial Resource Administration. Strategic Analysis Division"
"OL4662552A","Monte Zweben"
"OL4861498A","J. W. McKee"
"OL5080230A","International Conference on New Trends in Software Methodologies, Tools and Techniques (6th 2007 Rome, Italy)"
"OL6440145A","IEEE International Workshop on Robot and Human Communication (9th 2000 Osaka, Japan)"
"OL6962810A","International Conference on Formal Concept Analysis (2nd 2004 Sydney, N.S.W.)"
"OL7201228A","Abdellah Bedrouni"
"OL899698A","Hermann Kaindl"
"OL1401355A","TC12 International Conference on Artificial Intelligence Applications and Innovations (1st 2004 Toulouse, France)"
"OL2067561A","J. E. Estes"
"OL2681398A","J. P. Martins"
"OL3701240A","James Ron Leigh"
"OL4985472A","International Workshop on Integrating AI and Data Mining (1st 2006 Hobart, Tas.)"
"OL5135104A","Yide Ma"
"OL5409535A","Pacific Rim International Conference on Artificial Intelligence (6th 2000 Melbourne, Australia)"
"OL5807766A","International Joint Conference on Autonomous Agents and Multiagent Systems (2nd 2003 Melbourne, Australia)"
"OL5867298A","Computer and Information Sciences Symposium (1966 Battelle Memorial Institute)"
"OL6450916A","Canadian Society for Computational Studies of Intelligence. (3rd 1980 University of Victoria, B. C.)"
"OL677639A","Subbarao Kambhampati"
"OL6869048A","Gerasimos G. Rigatos"
"OL7108959A","Ulrike Barthelmess"
"OL7142225A","Tomasz G. Smolinski"
