"workid","authorid"
"OL3458916W","OL576096A"
"OL4119692W","OL773141A"
"OL455957W","OL26723A"
"OL4782500W","OL1005201A"
"OL6016991W","OL1509876A"
"OL6087452W","OL1547653A"
"OL8019251W","OL2669907A"
"OL8057617W","OL2682477A"
"OL9359224W","OL3401309A"
"OL12512672W","OL5542839A"
"OL13587158W","OL6447591A"
"OL13658483W","OL6514344A"
"OL13680020W","OL6534935A"
"OL13689939W","OL6544423A"
"OL15418894W","OL6833917A"
"OL16179099W","OL4161739A"
"OL16970706W","OL7209980A"
"OL2666906W","OL389005A"
"OL3513902W","OL588007A"
"OL4776911W","OL1003429A"
"OL5743789W","OL1396861A"
"OL8362473W","OL2784991A"
"OL8856048W","OL3039511A"
"OL11039625W","OL4596605A"
"OL11549027W","OL4862423A"
"OL12059383W","OL5214141A"
"OL12918585W","OL5848343A"
"OL13297463W","OL6197480A"
"OL13536665W","OL6402828A"
"OL15473050W","OL20989A"
"OL16940975W","OL946916A"
"OL2082978W","OL255839A"
"OL2707943W","OL395962A"
"OL2769374W","OL407470A"
"OL2937810W","OL447945A"
"OL3110247W","OL488953A"
"OL3241077W","OL528381A"
"OL3458419W","OL576005A"
"OL3793046W","OL671111A"
"OL3905182W","OL710491A"
"OL3919125W","OL713687A"
"OL3949713W","OL720537A"
"OL4081995W","OL764359A"
"OL5578610W","OL1339054A"
"OL66103W","OL21522A"
"OL9201750W","OL3266665A"
"OL12230749W","OL5330045A"
"OL12332223W","OL5409420A"
"OL13479121W","OL6354408A"
"OL13686077W","OL6540711A"
"OL13775173W","OL6616471A"
"OL16904817W","OL7196789A"
"OL16918162W","OL3142597A"
"OL16924510W","OL7201215A"
"OL2034578W","OL246036A"
"OL2227033W","OL286749A"
"OL2299876W","OL303285A"
"OL2625615W","OL382535A"
"OL3839712W","OL686295A"
"OL6442290W","OL1708002A"
"OL6657971W","OL1798768A"
"OL8004427W","OL2664358A"
"OL8054978W","OL2679705A"
"OL13205992W","OL6115238A"
"OL13378991W","OL6270374A"
"OL13590887W","OL6451123A"
"OL13643428W","OL6499509A"
"OL15455531W","OL6843544A"
"OL15545326W","OL6866562A"
"OL16932671W","OL1708431A"
"OL16942791W","OL7204563A"
"OL16947150W","OL7205542A"
"OL16956747W","OL7117861A"
"OL16962670W","OL7208423A"
"OL17586109W","OL7357064A"
"OL2710031W","OL396288A"
"OL3670574W","OL632198A"
"OL3950014W","OL720578A"
"OL4462316W","OL889597A"
"OL5744231W","OL1397022A"
"OL10127771W","OL4120373A"
"OL11167037W","OL4662552A"
"OL11662277W","OL4931586A"
"OL11673947W","OL4940604A"
"OL13593919W","OL6453967A"
"OL16058282W","OL886358A"
"OL16058282W","OL4897815A"
"OL16934319W","OL7202931A"
"OL16959350W","OL6957418A"
"OL16969375W","OL7209723A"
"OL18151125W","OL7443488A"
"OL3344698W","OL542613A"
"OL4170595W","OL788775A"
"OL4351718W","OL852936A"
"OL4579178W","OL929811A"
"OL4788907W","OL1007232A"
"OL5356453W","OL1233061A"
"OL5758640W","OL1401355A"
"OL8613157W","OL2895492A"
"OL8625967W","OL2902509A"
"OL9146964W","OL3227070A"
"OL10081872W","OL4063555A"
"OL11020296W","OL4588206A"
"OL11553653W","OL4865311A"
"OL11845899W","OL5062067A"
"OL11848214W","OL5063900A"
"OL11921032W","OL5118422A"
"OL12801856W","OL5758965A"
"OL12897316W","OL5832313A"
"OL15958335W","OL960841A"
"OL16944096W","OL7204847A"
"OL16945020W","OL7205064A"
"OL16956248W","OL5515394A"
"OL2248893W","OL291739A"
"OL2742900W","OL402292A"
"OL4972877W","OL1073943A"
"OL5743799W","OL1396868A"
"OL6270476W","OL1634819A"
"OL6380894W","OL1677642A"
"OL716850W","OL57437A"
"OL8926472W","OL3083908A"
"OL9395129W","OL3431998A"
"OL9619470W","OL3616605A"
"OL12698053W","OL5679573A"
"OL13573151W","OL6434979A"
"OL14867679W","OL23858A"
"OL15175977W","OL6814690A"
"OL15986074W","OL6955751A"
"OL16925984W","OL4161958A"
"OL16928958W","OL2945360A"
"OL16942907W","OL7204584A"
"OL16946374W","OL7202320A"
"OL1889388W","OL226165A"
"OL2670851W","OL389629A"
"OL3060053W","OL475142A"
"OL3130833W","OL495073A"
"OL3243661W","OL528924A"
"OL3281403W","OL536025A"
"OL3334422W","OL540334A"
"OL4314067W","OL839120A"
"OL4635793W","OL951696A"
"OL4812060W","OL1013801A"
"OL4911893W","OL1053054A"
"OL4995350W","OL1081217A"
"OL5895143W","OL1454427A"
"OL8087574W","OL2692507A"
"OL10493114W","OL4354296A"
"OL10654580W","OL4440575A"
"OL11557246W","OL4867523A"
"OL12057484W","OL5212911A"
"OL12291848W","OL5378520A"
"OL13623822W","OL6481256A"
"OL16917472W","OL3178272A"
"OL16939436W","OL7203823A"
"OL16954239W","OL7206923A"
"OL16960247W","OL7207933A"
"OL1909234W","OL228679A"
"OL3236895W","OL527524A"
"OL3486058W","OL581689A"
"OL4786441W","OL1006562A"
"OL8711171W","OL2951965A"
"OL9146756W","OL3226708A"
"OL11674322W","OL4940945A"
"OL12132991W","OL5263194A"
"OL12336157W","OL5412246A"
"OL13264321W","OL6167570A"
"OL13511867W","OL6380301A"
"OL13663438W","OL6519116A"
"OL15522427W","OL6832794A"
"OL16132201W","OL6991182A"
"OL16931103W","OL1708431A"
"OL16945971W","OL7200461A"
"OL16953015W","OL3050821A"
"OL16967553W","OL7200640A"
"OL16983616W","OL6582609A"
"OL18177770W","OL7446390A"
"OL1991524W","OL239717A"
"OL3005003W","OL461233A"
"OL3344658W","OL542604A"
"OL3344694W","OL542612A"
"OL3622349W","OL616801A"
"OL3901314W","OL709543A"
"OL3920041W","OL713879A"
"OL4781045W","OL1004673A"
"OL5261782W","OL1189801A"
"OL5969866W","OL1482693A"
"OL9243702W","OL3301012A"
"OL10147073W","OL4139269A"
"OL11235748W","OL4704093A"
"OL11583591W","OL4885827A"
"OL11586413W","OL4887640A"
"OL11671630W","OL4938607A"
"OL12302504W","OL5386771A"
"OL12608475W","OL5615072A"
"OL13337332W","OL6232859A"
"OL15611045W","OL6850735A"
"OL1810475W","OL217152A"
"OL2645854W","OL385652A"
"OL4443100W","OL884201A"
"OL5093900W","OL1121250A"
"OL5106736W","OL1124798A"
"OL7276079W","OL2128658A"
"OL9593631W","OL3593147A"
"OL13193957W","OL6104733A"
"OL16050165W","OL1390795A"
"OL16635243W","OL7125410A"
"OL16916692W","OL3092185A"
"OL16938007W","OL401127A"
"OL16952195W","OL541899A"
"OL3154268W","OL502183A"
"OL3255495W","OL530365A"
"OL4111170W","OL770950A"
"OL4298640W","OL834944A"
"OL4300549W","OL835465A"
"OL4854417W","OL1030912A"
"OL5104652W","OL1124207A"
"OL5289023W","OL1199212A"
"OL5474788W","OL1295349A"
"OL5759281W","OL1401496A"
"OL7373441W","OL2197077A"
"OL9890258W","OL3872457A"
"OL105577W","OL1212186A"
"OL11516973W","OL4841726A"
"OL11718429W","OL4971967A"
"OL13413081W","OL6301520A"
"OL15991060W","OL4161958A"
"OL16946333W","OL7205365A"
"OL17507645W","OL7334164A"
"OL17516993W","OL7336799A"
"OL1969984W","OL236688A"
"OL3029004W","OL467040A"
"OL3138908W","OL497495A"
"OL3353440W","OL544623A"
"OL3457319W","OL575878A"
"OL3618239W","OL615473A"
"OL448623W","OL19107A"
"OL4697831W","OL972062A"
"OL4725671W","OL982449A"
"OL5595129W","OL1346727A"
"OL8343257W","OL2775833A"
"OL8711175W","OL2951969A"
"OL11576325W","OL4880635A"
"OL13008497W","OL5920990A"
"OL13383574W","OL6274646A"
"OL13691062W","OL6545505A"
"OL15048363W","OL33550A"
"OL16296596W","OL6808547A"
"OL16915862W","OL7199443A"
"OL16946251W","OL3226289A"
"OL17585718W","OL7206809A"
"OL3276991W","OL535007A"
"OL3352381W","OL544353A"
"OL4090253W","OL766144A"
"OL5356462W","OL1233061A"
"OL6564963W","OL1759694A"
"OL8054859W","OL2679566A"
"OL8961038W","OL3107641A"
"OL11506743W","OL4836597A"
"OL11830868W","OL5052182A"
"OL12616850W","OL5621310A"
"OL15141485W","OL43146A"
"OL16081944W","OL6930168A"
"OL16489647W","OL7073936A"
"OL16561295W","OL7098160A"
"OL16642932W","OL7127962A"
"OL16931575W","OL7202498A"
"OL16933199W","OL7202764A"
"OL16943255W","OL6955868A"
"OL16945644W","OL7205204A"
"OL17355893W","OL7290061A"
"OL2062464W","OL251874A"
"OL3258211W","OL530930A"
"OL3291245W","OL538194A"
"OL5068173W","OL1110290A"
"OL5445477W","OL1281472A"
"OL6743499W","OL1828477A"
"OL8003856W","OL2664030A"
"OL8016003W","OL2668629A"
"OL11560782W","OL4869789A"
"OL12539691W","OL5563059A"
"OL16360178W","OL7051694A"
"OL16967458W","OL2944826A"
"OL1969338W","OL236584A"
"OL3008756W","OL462159A"
"OL3334417W","OL540334A"
"OL4023756W","OL744522A"
"OL6223617W","OL1608017A"
"OL7942421W","OL2648656A"
"OL8203828W","OL2729643A"
"OL12347974W","OL5421129A"
"OL12351289W","OL5423728A"
"OL12663984W","OL5654193A"
"OL13056279W","OL5961834A"
"OL13642218W","OL6498330A"
"OL15026043W","OL1392245A"
"OL15186275W","OL6818635A"
"OL16940014W","OL3177574A"
"OL16958301W","OL7207603A"
"OL2680716W","OL391348A"
"OL2680716W","OL399654A"
"OL3678732W","OL634967A"
"OL3946875W","OL719763A"
"OL4442471W","OL884072A"
"OL4471208W","OL891673A"
"OL4473196W","OL892199A"
"OL6155737W","OL1578174A"
"OL8694351W","OL2941409A"
"OL9268685W","OL3322886A"
"OL9382909W","OL3419550A"
"OL11013781W","OL4584375A"
"OL11530796W","OL4850738A"
"OL11668598W","OL4936112A"
"OL11822349W","OL5046418A"
"OL12959677W","OL5881558A"
"OL15299367W","OL6729475A"
"OL16282881W","OL7037369A"
"OL16981809W","OL7212117A"
"OL16989719W","OL7042360A"
"OL16989719W","OL7213916A"
"OL1942304W","OL233093A"
"OL2082821W","OL255794A"
"OL2391073W","OL327016A"
"OL4289385W","OL832442A"
"OL5033642W","OL1095905A"
"OL5103772W","OL1123929A"
"OL5748779W","OL1398406A"
"OL6220948W","OL1606997A"
"OL8056130W","OL2680861A"
"OL9165307W","OL3239783A"
"OL9387086W","OL3423148A"
"OL9445052W","OL3473290A"
"OL11937530W","OL5129969A"
"OL12243849W","OL5341570A"
"OL12438801W","OL5489262A"
"OL12568586W","OL5585018A"
"OL12942061W","OL5867298A"
"OL13211920W","OL6120559A"
"OL15118379W","OL223883A"
"OL16828383W","OL7177942A"
"OL16942388W","OL7204457A"
"OL16962100W","OL7208275A"
"OL17529809W","OL7340370A"
"OL1856921W","OL222290A"
"OL2783820W","OL411179A"
"OL4614652W","OL946005A"
"OL5257560W","OL1188491A"
"OL7822960W","OL2484124A"
"OL8003852W","OL2664030A"
"OL8613107W","OL2895492A"
"OL9265598W","OL3319953A"
"OL9364367W","OL3405453A"
"OL9643271W","OL3639019A"
"OL11303699W","OL4745294A"
"OL11314273W","OL4752681A"
"OL11436175W","OL4808005A"
"OL11969644W","OL5154153A"
"OL13578240W","OL6439777A"
"OL15500375W","OL6758410A"
"OL16160486W","OL7004770A"
"OL16464913W","OL6864058A"
"OL16464913W","OL7067155A"
"OL16694398W","OL7148430A"
"OL17850249W","OL1700832A"
"OL2134201W","OL266595A"
"OL2216907W","OL284529A"
"OL2430664W","OL335523A"
"OL4340695W","OL848616A"
"OL5273484W","OL1193640A"
"OL8910344W","OL3073510A"
"OL9146984W","OL3227096A"
"OL12351951W","OL5424208A"
"OL12862772W","OL5805882A"
"OL15667639W","OL6887918A"
"OL16921183W","OL541899A"
"OL16925064W","OL3616684A"
"OL16938088W","OL7203542A"
"OL16940090W","OL7203959A"
"OL16945783W","OL7161927A"
"OL16968351W","OL401127A"
"OL1729946W","OL199094A"
"OL3955808W","OL722060A"
"OL4471042W","OL891635A"
"OL5204607W","OL1163801A"
"OL5363232W","OL1235097A"
"OL7246276W","OL2103717A"
"OL10488050W","OL4352014A"
"OL12278538W","OL5367933A"
"OL12925195W","OL5853700A"
"OL13027533W","OL5937233A"
"OL1311225W","OL133220A"
"OL16472839W","OL7069214A"
"OL16628445W","OL1426968A"
"OL16944756W","OL7205014A"
"OL16945777W","OL7199870A"
"OL1997975W","OL240538A"
"OL2237131W","OL289034A"
"OL2933880W","OL447203A"
"OL3401164W","OL557417A"
"OL3723037W","OL648755A"
"OL3897949W","OL708485A"
"OL4083428W","OL764676A"
"OL4131862W","OL776267A"
"OL4795116W","OL1008965A"
"OL6689321W","OL1808603A"
"OL6800056W","OL1859425A"
"OL11033731W","OL4594561A"
"OL11669738W","OL4937038A"
"OL15463684W","OL1310009A"
"OL16211950W","OL7026431A"
"OL16489W","OL23206A"
"OL1670035W","OL187737A"
"OL16983013W","OL7068492A"
"OL2980144W","OL456089A"
"OL4123974W","OL774260A"
"OL4484307W","OL894948A"
"OL11262594W","OL1233061A"
"OL12481729W","OL5519815A"
"OL13333755W","OL6229670A"
"OL16618307W","OL274606A"
"OL16941014W","OL7204168A"
"OL16941568W","OL7204273A"
"OL16942367W","OL2680183A"
"OL16978780W","OL1199973A"
"OL3181165W","OL510094A"
"OL3280457W","OL535787A"
"OL3842145W","OL687015A"
"OL4299944W","OL835268A"
"OL4974449W","OL1074355A"
"OL6605851W","OL1776041A"
"OL8724873W","OL2959875A"
"OL11439762W","OL4810673A"
"OL11799952W","OL5030597A"
"OL11869176W","OL5080230A"
"OL15463022W","OL6845963A"
"OL15567652W","OL6582933A"
"OL16942856W","OL4173203A"
"OL17307261W","OL887119A"
"OL17585944W","OL7356978A"
"OL2942377W","OL448725A"
"OL3489550W","OL582518A"
"OL4153113W","OL782910A"
"OL7938166W","OL2646371A"
"OL8056632W","OL2681419A"
"OL8701286W","OL2945599A"
"OL11259745W","OL4718029A"
"OL11977344W","OL5159642A"
"OL12362031W","OL5431594A"
"OL1311229W","OL133220A"
"OL16153046W","OL3089782A"
"OL16342486W","OL2840033A"
"OL16944752W","OL7205013A"
"OL16945773W","OL7204371A"
"OL16946260W","OL7204891A"
"OL17188630W","OL7243659A"
"OL3238261W","OL527803A"
"OL3513630W","OL587924A"
"OL4291487W","OL832979A"
"OL12283504W","OL5372110A"
"OL13067105W","OL5971298A"
"OL13588259W","OL6448602A"
"OL13648737W","OL6504715A"
"OL13820034W","OL6691167A"
"OL16827430W","OL7177602A"
"OL16924238W","OL722819A"
"OL16933168W","OL401127A"
"OL16938385W","OL7203599A"
"OL16943062W","OL7204618A"
"OL16944438W","OL7204939A"
"OL16950758W","OL2743754A"
"OL17587485W","OL7357880A"
"OL3254743W","OL530225A"
"OL3340781W","OL541699A"
"OL4211251W","OL803517A"
"OL4484303W","OL894948A"
"OL4624570W","OL948853A"
"OL4696672W","OL971621A"
"OL4772888W","OL1002264A"
"OL5824447W","OL1427317A"
"OL8807063W","OL3008983A"
"OL11080116W","OL4622482A"
"OL11209870W","OL4687922A"
"OL13545640W","OL6410967A"
"OL13623270W","OL6480772A"
"OL16939484W","OL2739773A"
"OL16946284W","OL7205348A"
"OL2494194W","OL349505A"
"OL2896992W","OL440500A"
"OL2951958W","OL450514A"
"OL29608W","OL26612A"
"OL3495624W","OL583914A"
"OL3567815W","OL601488A"
"OL3696252W","OL640477A"
"OL3796509W","OL672070A"
"OL4299940W","OL835268A"
"OL4801341W","OL1010496A"
"OL5136712W","OL1134858A"
"OL5853112W","OL1436742A"
"OL8959710W","OL3106457A"
"OL9271727W","OL3325964A"
"OL9572507W","OL3574370A"
"OL9890179W","OL3872349A"
"OL9890333W","OL3872553A"
"OL11553062W","OL4864945A"
"OL11637076W","OL4917237A"
"OL13675245W","OL6530599A"
"OL15455368W","OL6843494A"
"OL16126252W","OL1188293A"
"OL16947194W","OL7205547A"
"OL17305821W","OL7275296A"
"OL2645867W","OL385652A"
"OL4291727W","OL833061A"
"OL4387248W","OL864656A"
"OL4697620W","OL971991A"
"OL4697620W","OL6896210A"
"OL4967943W","OL1072482A"
"OL5290761W","OL1199973A"
"OL5741513W","OL1395933A"
"OL8056430W","OL2681223A"
"OL11867728W","OL5079137A"
"OL11968717W","OL5153421A"
"OL12232240W","OL5331394A"
"OL12603161W","OL5611088A"
"OL12625730W","OL5628062A"
"OL13173629W","OL6081065A"
"OL13478959W","OL6354248A"
"OL15427430W","OL6836290A"
"OL15536088W","OL223883A"
"OL15826244W","OL236156A"
"OL16441437W","OL6952484A"
"OL16662528W","OL7135290A"
"OL16767713W","OL7161971A"
"OL16932476W","OL1708431A"
"OL16945126W","OL3198934A"
"OL3615905W","OL614719A"
"OL4563753W","OL923717A"
"OL4642968W","OL953714A"
"OL6341810W","OL1659013A"
"OL9211598W","OL3274873A"
"OL9321222W","OL3369114A"
"OL9364373W","OL3405457A"
"OL11389982W","OL4784811A"
"OL11998623W","OL5175905A"
"OL13761537W","OL6603466A"
"OL15974676W","OL6952423A"
"OL16809131W","OL3278116A"
"OL16944980W","OL7205056A"
"OL16945064W","OL5063166A"
"OL2935834W","OL447601A"
"OL3353068W","OL544523A"
"OL3971530W","OL726638A"
"OL4447953W","OL885511A"
"OL5097939W","OL1122360A"
"OL5840863W","OL1432526A"
"OL64336W","OL19759A"
"OL8132165W","OL2709342A"
"OL90689W","OL24098A"
"OL9098127W","OL3197504A"
"OL9199057W","OL3264557A"
"OL9536537W","OL3540744A"
"OL11598288W","OL4894207A"
"OL12532672W","OL59627A"
"OL15348423W","OL39603A"
"OL16552663W","OL1310009A"
"OL16552663W","OL1294754A"
"OL16552663W","OL7077859A"
"OL16875955W","OL229730A"
"OL16925867W","OL7201371A"
"OL16938762W","OL1396938A"
"OL16941025W","OL7051308A"
"OL17451383W","OL7317851A"
"OL3231462W","OL526418A"
"OL3333423W","OL540094A"
"OL482709W","OL30219A"
"OL9363352W","OL3404128A"
"OL12332435W","OL5409607A"
"OL12711696W","OL5689646A"
"OL12963901W","OL5885048A"
"OL13632491W","OL6489171A"
"OL16010162W","OL394166A"
"OL16116813W","OL6984150A"
"OL16505992W","OL7079202A"
"OL16944623W","OL7204981A"
"OL16955122W","OL7207083A"
"OL17190317W","OL7244155A"
"OL17305560W","OL7275227A"
"OL1989612W","OL239493A"
"OL2720308W","OL398121A"
"OL4052751W","OL754956A"
"OL4624598W","OL948859A"
"OL5136720W","OL1134858A"
"OL6920311W","OL1916672A"
"OL10374265W","OL4297163A"
"OL12290424W","OL5377456A"
"OL13207739W","OL6116794A"
"OL13587929W","OL6448309A"
"OL15191072W","OL6820403A"
"OL15579760W","OL1167332A"
"OL16944204W","OL7204877A"
"OL16989315W","OL7213853A"
"OL1873901W","OL224367A"
"OL2197781W","OL280357A"
"OL2767292W","OL407072A"
"OL2975176W","OL455086A"
"OL3475844W","OL579488A"
"OL4343102W","OL849658A"
"OL4493267W","OL897811A"
"OL46883W","OL5949173A"
"OL494722W","OL32169A"
"OL5591195W","OL1345449A"
"OL6953091W","OL1929999A"
"OL8057155W","OL2681936A"
"OL10554129W","OL4382234A"
"OL11548868W","OL4862281A"
"OL12374075W","OL5440219A"
"OL12591955W","OL5602815A"
"OL138012W","OL22088A"
"OL16358763W","OL5130367A"
"OL16940540W","OL7204065A"
"OL3395981W","OL556135A"
"OL3688834W","OL638103A"
"OL4115690W","OL772166A"
"OL4974985W","OL1074567A"
"OL6220903W","OL1606967A"
"OL11680327W","OL4944784A"
"OL12357428W","OL5428184A"
"OL12367012W","OL5435229A"
"OL13153214W","OL6053429A"
"OL13360849W","OL6253926A"
"OL13847308W","OL6716957A"
"OL16307995W","OL7042721A"
"OL16555587W","OL7095899A"
"OL16634334W","OL7124960A"
"OL16981199W","OL541899A"
"OL2998827W","OL459900A"
"OL5139784W","OL1136019A"
"OL5707282W","OL1388540A"
"OL59728W","OL28641A"
"OL6199028W","OL1596602A"
"OL11574212W","OL4879006A"
"OL1205028W","OL121675A"
"OL12225942W","OL5326108A"
"OL13219221W","OL6126964A"
"OL15117978W","OL6777614A"
"OL16651949W","OL7131611A"
"OL16651949W","OL3185928A"
"OL16941880W","OL7204327A"
"OL16952088W","OL7206470A"
"OL16957270W","OL7207429A"
"OL1872572W","OL224196A"
"OL3636280W","OL620959A"
"OL4052755W","OL754956A"
"OL4180926W","OL792523A"
"OL4896302W","OL1046631A"
"OL4973803W","OL1074175A"
"OL6185286W","OL1591131A"
"OL6237866W","OL1616960A"
"OL8036447W","OL2675351A"
"OL11576127W","OL4880470A"
"OL11603232W","OL4897509A"
"OL13676366W","OL6531697A"
"OL15531809W","OL1424615A"
"OL16283125W","OL79043A"
"OL16366178W","OL7054129A"
"OL16679090W","OL7142225A"
"OL16679090W","OL7142226A"
"OL16679090W","OL7061763A"
"OL16690837W","OL7147091A"
"OL16925498W","OL7124957A"
"OL16941364W","OL2817496A"
"OL16954313W","OL7206939A"
"OL16969498W","OL7209753A"
"OL16973927W","OL7210503A"
"OL16979983W","OL7211723A"
"OL17439574W","OL7202580A"
"OL17529477W","OL7340290A"
"OL17945941W","OL1298140A"
"OL1980104W","OL238134A"
"OL3283223W","OL536405A"
"OL3814610W","OL677639A"
"OL4077409W","OL763345A"
"OL4810150W","OL1013282A"
"OL4866713W","OL1035810A"
"OL5277910W","OL1194968A"
"OL763079W","OL62665A"
"OL9248318W","OL3305040A"
"OL12374097W","OL5440238A"
"OL12939908W","OL5865532A"
"OL15685651W","OL6890723A"
"OL16943624W","OL4154817A"
"OL16994978W","OL7214967A"
"OL2679206W","OL391049A"
"OL2775951W","OL408916A"
"OL4961666W","OL1070842A"
"OL5997279W","OL1498588A"
"OL8842132W","OL3030086A"
"OL8987666W","OL3122233A"
"OL11547631W","OL4861590A"
"OL13632845W","OL6489498A"
"OL16918272W","OL401127A"
"OL17991050W","OL3294429A"
"OL2769825W","OL407556A"
"OL4533192W","OL912301A"
"OL5422501W","OL1270080A"
"OL5942944W","OL1473796A"
"OL6889516W","OL1901938A"
"OL8054901W","OL2679610A"
"OL8343258W","OL2775833A"
"OL8880360W","OL3054137A"
"OL9340041W","OL3385232A"
"OL10102465W","OL4087318A"
"OL11617319W","OL4905006A"
"OL12013743W","OL5185174A"
"OL12435053W","OL5486551A"
"OL12639864W","OL5636728A"
"OL13031306W","OL5940604A"
"OL13139110W","OL6034473A"
"OL13151105W","OL6050326A"
"OL13414512W","OL6302826A"
"OL16941668W","OL655991A"
"OL16943165W","OL6957619A"
"OL17402964W","OL7303876A"
"OL1817007W","OL217894A"
"OL192519W","OL2188449A"
"OL192519W","OL6808433A"
"OL1978744W","OL237976A"
"OL1984291W","OL238741A"
"OL2707347W","OL395858A"
"OL3033568W","OL468322A"
"OL3045226W","OL471392A"
"OL3474172W","OL579149A"
"OL5367089W","OL1236262A"
"OL6443827W","OL1708584A"
"OL918346W","OL81113A"
"OL9384914W","OL3421237A"
"OL9890222W","OL3872405A"
"OL11176530W","OL4667554A"
"OL11445012W","OL4813817A"
"OL11652421W","OL4925549A"
"OL11674159W","OL4940800A"
"OL12249299W","OL5346381A"
"OL12514289W","OL5544126A"
"OL13598132W","OL6457933A"
"OL15521116W","OL218753A"
"OL16455014W","OL471392A"
"OL2655849W","OL387266A"
"OL3068239W","OL477528A"
"OL3536639W","OL593403A"
"OL4366929W","OL858099A"
"OL4627402W","OL949644A"
"OL467328W","OL27285A"
"OL5331876W","OL1222733A"
"OL5730718W","OL1393281A"
"OL8021684W","OL2670931A"
"OL9002840W","OL3132152A"
"OL10005151W","OL3970914A"
"OL11167038W","OL4662552A"
"OL11674080W","OL4940726A"
"OL11814916W","OL5041249A"
"OL12022532W","OL5191043A"
"OL13520082W","OL6388058A"
"OL13622908W","OL6480425A"
"OL16958541W","OL7207650A"
"OL17728787W","OL32261A"
"OL2763192W","OL406160A"
"OL6040886W","OL1519694A"
"OL6137779W","OL1569735A"
"OL8782177W","OL2993079A"
"OL11297503W","OL4741471A"
"OL11926685W","OL5122417A"
"OL12579040W","OL5592863A"
"OL12773798W","OL5737144A"
"OL13217383W","OL6125302A"
"OL13602442W","OL6461884A"
"OL15908780W","OL6934858A"
"OL16529980W","OL5498073A"
"OL16679904W","OL2822951A"
"OL16925452W","OL6934885A"
"OL16935398W","OL7203105A"
"OL16942648W","OL7204531A"
"OL1958851W","OL235116A"
"OL3486057W","OL581689A"
"OL4335660W","OL846505A"
"OL4997055W","OL1081705A"
"OL5369413W","OL1237940A"
"OL6047176W","OL1522207A"
"OL7200927W","OL2067561A"
"OL7276423W","OL2128867A"
"OL7821506W","OL2482869A"
"OL8131020W","OL2708318A"
"OL8642140W","OL2912179A"
"OL9146593W","OL3226474A"
"OL9280257W","OL3334107A"
"OL9870612W","OL3853670A"
"OL11511983W","OL4839070A"
"OL11852484W","OL5067036A"
"OL12047931W","OL5206205A"
"OL13522958W","OL6390801A"
"OL13591071W","OL6451301A"
"OL13646481W","OL6502541A"
"OL13761175W","OL6603092A"
"OL16008039W","OL617912A"
"OL16546931W","OL6863547A"
"OL16944362W","OL4667615A"
"OL16946070W","OL7205297A"
"OL16960579W","OL7204351A"
"OL16999504W","OL7121175A"
"OL16999504W","OL7121176A"
"OL4289032W","OL832348A"
"OL450961W","OL25419A"
"OL450961W","OL392026A"
"OL5091012W","OL1120365A"
"OL7032624W","OL1970338A"
"OL9242638W","OL3300196A"
"OL9595077W","OL3594620A"
"OL100117W","OL32261A"
"OL10080753W","OL4062185A"
"OL11812049W","OL5039301A"
"OL12280735W","OL5369862A"
"OL12994854W","OL5909882A"
"OL15010029W","OL507588A"
"OL16360158W","OL7051681A"
"OL16942509W","OL7204496A"
"OL1961699W","OL235461A"
"OL3058980W","OL474836A"
"OL3359933W","OL545977A"
"OL4624418W","OL948808A"
"OL5270168W","OL1192441A"
"OL5427386W","OL1273622A"
"OL5742056W","OL1396154A"
"OL6098505W","OL1551661A"
"OL8856044W","OL3039511A"
"OL9169093W","OL3242049A"
"OL9386539W","OL3422674A"
"OL9593629W","OL3593147A"
"OL11517257W","OL4841860A"
"OL12282198W","OL5371153A"
"OL13653290W","OL6509200A"
"OL15001936W","OL296321A"
"OL15844452W","OL2822951A"
"OL16607351W","OL6964744A"
"OL16642565W","OL7127834A"
"OL16703257W","OL7151825A"
"OL16703257W","OL7151826A"
"OL16703257W","OL6999008A"
"OL16944434W","OL7204937A"
"OL16985499W","OL7212897A"
"OL17581599W","OL3039541A"
"OL17848803W","OL7409864A"
"OL3054590W","OL473753A"
"OL4119092W","OL772962A"
"OL4616922W","OL946728A"
"OL4786353W","OL1006529A"
"OL6047894W","OL1522580A"
"OL6443380W","OL1708422A"
"OL8061993W","OL2684997A"
"OL8061993W","OL579783A"
"OL8132464W","OL2709571A"
"OL9157774W","OL3234533A"
"OL9830565W","OL3814783A"
"OL10533941W","OL4372811A"
"OL12194122W","OL5302784A"
"OL15437770W","OL6838349A"
"OL15437770W","OL6838350A"
"OL15437770W","OL1234294A"
"OL16444146W","OL1216133A"
"OL16917941W","OL6610258A"
"OL16933781W","OL7202858A"
"OL16941397W","OL1152810A"
"OL16941652W","OL388337A"
"OL17555797W","OL7347185A"
"OL2641161W","OL384899A"
"OL280990W","OL2634566A"
"OL2914935W","OL443991A"
"OL8672378W","OL2927830A"
"OL9308283W","OL3357819A"
"OL16564504W","OL7099670A"
"OL16942812W","OL1007046A"
"OL16942917W","OL6793718A"
"OL16945376W","OL7205148A"
"OL16945530W","OL7205178A"
"OL16975559W","OL7210841A"
"OL1824445W","OL218604A"
"OL4303680W","OL836309A"
"OL4304605W","OL836549A"
"OL4796703W","OL1009367A"
"OL4854582W","OL1030991A"
"OL660656W","OL51413A"
"OL735792W","OL59627A"
"OL8556352W","OL2867844A"
"OL9146749W","OL3226700A"
"OL12239612W","OL5337789A"
"OL12592629W","OL5603280A"
