"id","title","numpages","ISBN10","ISBN13","physfmt","pubdate"
"OL1854566M","Artificial intelligence and learning environments","162","0262530902","NULL","NULL","1990"
"OL19101440M","Similarity & ordering constraints on analogical mapping","10","NULL","NULL","NULL","1991"
"OL19540252M","Selected artificial intelligence techniques in information retrieval systems research","319","NULL","NULL","NULL","1979"
"OL22016809M","Non-uniqueness in geoscientific inference","630","0863802176","NULL","NULL","2000"
"OL22478892M","Logic, artificial intelligence and robotics","287","1586032062","NULL","NULL","2001"
"OL22626596M","Applications and innovations in intelligent systems XII","278","185233908X","NULL","NULL","2005"
"OL22752295M","Almost Human","284","NULL","9780393058673","NULL","2007"
"OL22808028M","Artificial intelligence on the Dragon computer","136","0946408335","NULL","NULL","1984"
"OL24319128M","Language, Cohesion and Form","NULL","0511133189","NULL","eBook","2005"
"OL25524589M","Artificial intelligence techniques for industrial applications in job shop scheduling","NULL","NULL","NULL","NULL","1983"
"OL25545203M","Semantic Processing of Legal Texts","NULL","NULL","9783642128363","[electronic resource] :","2010"
"OL25546853M","Context and Semantics for Knowledge Management","NULL","NULL","9783642195099","[electronic resource] :","2011"
"OL25554317M","Optimal Models and Methods with Fuzzy Quantities","NULL","NULL","9783642107108","[electronic resource] /","2010"
"OL25883093M","Pautina","382","5170390742","9785170390748","NULL","2008"
"OL2719923M","Artificial intelligence","294","0442280343","NULL","NULL","1987"
"OL7342034M","Artificial Intelligence","606","0135004551","9780135004555","NULL","April 1980"
"OL7445618M","Professional Practice in Artificial Intelligence: IFIP 19th World Computer Congress, TC-12","352","0387346554","9780387346557","NULL","July 27, 2006"
"OL9451327M","Advances in Artificial Intelligence","642","3540403000","9783540403005","Paperback","August 5, 2003"
"OL1004793M","An introduction to natural computation","307","0262024209","NULL","NULL","1997"
"OL1279715M","Frankenstein","40","1562946471","NULL","NULL","1995"
"OL14905491M","Vulcan's hammer","154","0099133008","NULL","NULL","1976"
"OL17292949M","Introduction to artificial intelligence","701","0201119463","NULL","NULL","1985"
"OL17906178M","New frontiers in artificial intelligence","400","3540699015","9783540699019","NULL","2007"
"OL17930531M","Proceedings of the 2005 International Conference on Active Media Technology","619","0780390350","NULL","NULL","2005"
"OL18628842M","Legal knowledge and information systems","161","NULL","9781586035761","NULL","2005"
"OL20252576M","Aspects of the theory of artificial intelligence","NULL","NULL","NULL","NULL","1962"
"OL21039446M","1990 Goddard Conference on Space Applications of Artificial Intelligence","355","NULL","NULL","NULL","1990"
"OL2195562M","Building large knowledge-based systems","372","0201517523","NULL","NULL","1989"
"OL25313793M","Advances in artificial intelligence","426","3642130585","9783642130588","NULL","2010"
"OL25337881M","ECAI 2010","1153","160750605X","9781607506058","NULL","2010"
"OL2535102M","Knowledge engineering in computer-aided design","425","0444878254","NULL","NULL","1985"
"OL25538617M","Information Theory and Statistical Learning","NULL","NULL","9780387848150","[electronic resource] /","2009"
"OL25546582M","Logic and Games on Automatic Structures","NULL","NULL","9783642228063","[electronic resource] :","2011"
"OL25546915M","Digital Enterprise and Information Systems","NULL","NULL","9783642226021","[electronic resource] :","2011"
"OL25548302M","Handbook of Memetic Algorithms","NULL","NULL","9783642232466","[electronic resource] /","2012"
"OL25551869M","Advances in Computational Intelligence","NULL","NULL","9783642214974","[electronic resource] :","2011"
"OL26394009M","Our molecular future : how nanotechnology, robotics, genetics, and artificial intelligence will transform our world","NULL","NULL","NULL","NULL","NULL"
"OL26457867M","El juego de Ender","NULL","NULL","9788490696682","Epub","2017 March"
"OL566714M","Mother of God","343","0333637739","NULL","NULL","1995"
"OL5675405M","Knaurs Buch der Denkmaschinen","358","NULL","NULL","NULL","1968"
"OL792157M","Mathematical methods in artificial intelligence","636","0818672005","NULL","NULL","1996"
"OL9211700M","Dictionary of Artificial Intelligence","288","0004343662","9780004343662","Paperback","September 1990"
"OL11269113M","Artificial Intelligence and Soft Computing","NULL","0889862516","9780889862517","Paperback","October 1999"
"OL11327844M","Computers for Artificial Intelligence","305","0896710815","9780896710818","Spiral-bound","November 1986"
"OL11632801M","The Second Florida Artificial Intelligence Research Symposium","400","0962017310","9780962017315","Paperback","April 1989"
"OL1420945M","Nonmonotonic logic","417","3540564489","NULL","NULL","1993"
"OL1609883M","Predstavlenie znaniĭ o vremeni i prostranstve v intellektualʹnykh sistemakh","326","5020140961","NULL","NULL","1989"
"OL18214909M","Immunity-based systems","177","3540008969","NULL","NULL","2004"
"OL19946638M","Proceedings of the Fourteenth National Conference on Artificial Intelligence and the Ninth Innovative Applications of Artificial Intelligence conference","1092","0262510952","NULL","NULL","1997"
"OL21224511M","Tenth IEEE International Conference on Tools with Artificial Intelligence","483","0780352149","NULL","NULL","1998"
"OL22006415M","Computers that think?","NULL","0894900552","NULL","NULL","1981"
"OL2313237M","Artificial intelligence enters the marketplace","193","0553342932","NULL","NULL","1986"
"OL2386019M","Computing horizons","326","0201180464","NULL","NULL","1988"
"OL2525425M","Neural computers","566","0387187243","NULL","NULL","1988"
"OL25312935M","A.I. artificial intelligence from Stanley Kubrick to Steven Spielberg","159","0500514895","9780500514894","NULL","2009"
"OL25370863M","Advanced techniques in Web intelligence","269","3642144608","9783642144608","NULL","2010"
"OL25994122M","Cold War","NULL","NULL","9781848560871","NULL","2009"
"OL3023357M","Minds over matter","238","0671532065","NULL","NULL","1985"
"OL5953056M","Experiments in induction","247","NULL","NULL","NULL","1966"
"OL7641290M","The Singularity Is Near","672","0670033847","9780670033843","Hardcover","September 22, 2005"
"OL9253596M","Teach Yourself Electricity and Electronics","800","0071377301","9780071377300","Paperback","August 24, 2001"
"OL10154936M","Topics in Artificial Intelligence","NULL","0387814663","9780387814667","Paperback","June 1977"
"OL1357273M","Künstliche Intelligenz","238","3593338254","NULL","NULL","1992"
"OL13864517M","Towards the application of artificial intelligence techniques for discrete event simulation","NULL","NULL","NULL","NULL","1986"
"OL13923014M","artificial intelligence framework for experimental design and analysis in discrete event simulation","NULL","NULL","NULL","NULL","1988"
"OL16218993M","CIC 2006","426","NULL","9780769527086","NULL","2006"
"OL16457248M","Knowledge acquisition from structural descriptions","64","NULL","NULL","NULL","1976"
"OL17634820M","Explanation-based generalization of partially ordered plans","NULL","NULL","NULL","Microform","1991"
"OL17720343M","Monitoring the microgravity environment quality on-board the International Space Station using soft computing techniques.","NULL","NULL","NULL","Microform","2001"
"OL17837874M","Improving accuracy by combining rule-based and case-based reasoning","NULL","NULL","NULL","Microform","1995"
"OL1977798M","Sredstva intellektualizat͡s︡ii kiberneticheskikh sistem","113","5770200073","NULL","NULL","1989"
"OL21295989M","Intelligent process control and scheduling","249","0911801839","NULL","NULL","1990"
"OL22535435M","Computational intelligence","514","3540762876","9783540762874","NULL","2008"
"OL2267270M","The Artificial intelligence compendium","NULL","0913251402","NULL","NULL","1988"
"OL2531702M","Understanding language","357","030641970X","NULL","NULL","1985"
"OL25535403M","Agents and Data Mining Interaction","NULL","NULL","9783642036026","[electronic resource] :","2009"
"OL25547392M","Designing E-Business Systems. Markets, Services, and Networks","NULL","NULL","9783642012556","[electronic resource] :","2009"
"OL25562616M","Agile Business Rule Development","NULL","NULL","9783642190407","[electronic resource] :","2011"
"OL25880682M","Artificial intelligence","621","0074600818","9780074600818","NULL","2000"
"OL2926153M","Artificial intelligence on the Commodore 64","144","0946408297","NULL","NULL","1984"
"OL3165957M","In-depth understanding","458","0262040735","NULL","NULL","1983"
"OL7447402M","Artificial Intelligence and Symbolic Mathematical Computing: International Conference Aismc-1 Karlsruhe, Germany, August 3-6, 1992 ","305","0387573224","9780387573229","NULL","October 1993"
"OL7826249M","The Mind's Sky","300","0553371339","9780553371338","Paperback","March 1, 1993"
"OL807545M","Inheritance theory","204","1567501559","NULL","NULL","1995"
"OL8556426M","Knowledge Engineering and Agent Technology (Frontiers in Artificial Intelligence and Applications, 52)","300","0967335582","9780967335582","Hardcover","January 1, 2000"
"OL9055021M","KI 2004: Advances in Artificial Intelligence","467","3540231668","9783540231660","Paperback","December 14, 2004"
"OL9056684M","Perception-based Data Mining and Decision Making in Economics and Finance (Studies in Computational Intelligence)","346","3540362444","9783540362449","Hardcover","February 2007"
"OL9697991M","Computational Intelligence, Theory and Applications","810","3540228071","9783540228073","Paperback","December 16, 2005"
"OL9707247M","Artificial Intelligence and Education","336","0893916315","9780893916312","Paperback","September 1991"
"OL9851955M","Turtles, Termites, and Traffic Jams","181","0262680939","9780262680936","Paperback","January 10, 1997"
"OL9923038M","Prey","NULL","0007157371","9780007157372","Audio Cassette","November 25, 2002"
"OL11390295M","IEEE International Joint Symposia on Intelligence and Systems","346","0818677309","9780818677304","Unknown Binding","1996"
"OL12287996M","Real-Time Artificial Intelligence Control and Optimization of a Full Scale WTP","184","1583215123","9781583215128","Paperback","May 26, 2007"
"OL14868267M","overview of artificial intelligence and robotics.","NULL","NULL","NULL","NULL","1982"
"OL16126927M","SHARP","NULL","NULL","NULL","Microform","1989"
"OL17517009M","Asimov","257","1857986059","NULL","NULL","1995"
"OL17841052M","Proceedings of the Second International Conference on Knowledge Capture","190","1581135831","NULL","NULL","2003"
"OL18024652M","Proceedings of the Firth [sic.] IEEE International Conference on Cognitive Informatics","961","1424404754","NULL","NULL","2006"
"OL18725870M","Neuro-Nîmes '90","642","290689947X","NULL","NULL","1990"
"OL2188291M","Daydreaming in humans and machines","393","0893915629","NULL","NULL","1990"
"OL22170392M","Fundamental issues of knowledge acquisition","226","NULL","NULL","NULL","1987"
"OL22336402M","AIIA 97: advances in artificial intelligence","258","3540635769","NULL","NULL","1997"
"OL22493226M","hitch-hiker's guide to artificial intelligence","200","0412269708","NULL","NULL","1985"
"OL22718176M","Learning automata","476","0135270111","NULL","NULL","1989"
"OL23919903M","Cognitive radio technology","828","0123745357","9780123745354","NULL","2009"
"OL2496123M","examination of the third stage in the analogy process","27","NULL","NULL","NULL","1986"
"OL25094848M","Logistics management and optimization through hybrid artificial intelligence systems","NULL","NULL","9781466602977","NULL","2012"
"OL2527818M","A theory of heuristic information in game-tree search","107","0387186654","NULL","NULL","1988"
"OL25370832M","SNPD 2010","278","0769540880","9780769540887","NULL","2010"
"OL25536335M","Neural Information Processing. Theory and Algorithms","NULL","NULL","9783642175367","[electronic resource] :","2010"
"OL25548338M","Emerging Research in Artificial Intelligence and Computational Intelligence","NULL","NULL","9783642242816","[electronic resource] :","2011"
"OL25569043M","Artificial intelligence techniques for computer graphics","214","3540851275","9783540851271","[electronic resource] /","2008"
"OL8296325M","Artificial Intelligence in Accounting and Auditing","448","091012972X","9780910129725","Hardcover","February 1989"
"OL8371750M","Information Technology and Lawyers","198","1402041454","9781402041457","Hardcover","April 3, 2006"
"OL8599581M","The Fourth R","178","1557429332","9781557429339","Paperback","July 5, 2006"
"OL9054593M","Fuzzy-Neuro Approach to Agent Applications","350","3540212035","9783540212034","Hardcover","December 7, 2005"
